784.6 , 1135.57 , 784.506 , 1131.57 , 784.411 , 1127.57 , 784.317 , 1123.57 , 
819.495 , 1134.9 , 819.458 , 1130.9 , 819.42 , 1126.9 , 819.383 , 1122.9 , 
854.399 , 1134.89 , 854.394 , 1130.89 , 854.39 , 1126.89 , 854.386 , 1122.89 , 
889.297 , 1134.82 , 889.287 , 1130.82 , 889.276 , 1126.82 , 889.266 , 1122.82 , 
924.213 , 1134.74 , 924.344 , 1130.75 , 924.474 , 1126.75 , 924.605 , 1122.75 , 
958.976 , 1137.45 , 959.547 , 1133.49 , 960.117 , 1129.53 , 960.688 , 1125.57 , 
993.15 , 1144.62 , 994.347 , 1140.81 , 995.544 , 1136.99 , 996.741 , 1133.18 , 
1025.39 , 1157.97 , 1026.92 , 1154.27 , 1028.45 , 1150.57 , 1029.98 , 1146.88 , 
1057.68 , 1171.23 , 1059.19 , 1167.52 , 1060.7 , 1163.82 , 1062.22 , 1160.11 , 
1090.32 , 1183.42 , 1091.34 , 1179.56 , 1092.36 , 1175.69 , 1093.38 , 1171.83 , 
1124.8 , 1188.88 , 1125.21 , 1184.9 , 1125.62 , 1180.92 , 1126.04 , 1176.94 , 
1159.59 , 1191.59 , 1159.85 , 1187.6 , 1160.11 , 1183.61 , 1160.37 , 1179.62 , 
1194.46 , 1193.22 , 1194.64 , 1189.22 , 1194.82 , 1185.22 , 1195 , 1181.23 , 
1229.33 , 1194.71 , 1229.36 , 1190.71 , 1229.39 , 1186.71 , 1229.42 , 1182.71 , 
1264.22 , 1193.95 , 1264.09 , 1189.95 , 1263.96 , 1185.95 , 1263.83 , 1181.95 , 
1299.1 , 1192.59 , 1298.83 , 1188.59 , 1298.56 , 1184.6 , 1298.29 , 1180.61 , 
1333.82 , 1189.07 , 1333.41 , 1185.09 , 1333.01 , 1181.11 , 1332.61 , 1177.14 , 
1368.56 , 1185.73 , 1368.18 , 1181.75 , 1367.81 , 1177.76 , 1367.43 , 1173.78 , 
1403.28 , 1182.24 , 1402.81 , 1178.27 , 1402.34 , 1174.3 , 1401.87 , 1170.32 , 
1437.89 , 1177.66 , 1437.37 , 1173.69 , 1436.86 , 1169.72 , 1436.35 , 1165.76 , 
1472.52 , 1173.32 , 1472.02 , 1169.35 , 1471.53 , 1165.38 , 1471.03 , 1161.41 , 
1507.17 , 1169.16 , 1506.77 , 1165.18 , 1506.37 , 1161.2 , 1505.97 , 1157.22 , 
1541.96 , 1166.33 , 1541.62 , 1162.34 , 1541.29 , 1158.35 , 1540.95 , 1154.37 , 
1576.72 , 1163.28 , 1576.42 , 1159.29 , 1576.12 , 1155.3 , 1575.82 , 1151.31 , 
1611.55 , 1160.99 , 1611.19 , 1157.01 , 1610.82 , 1153.02 , 1610.46 , 1149.04 , 
1646.21 , 1156.88 , 1645.83 , 1152.9 , 1645.44 , 1148.92 , 1645.06 , 1144.94 , 
1681.03 , 1154.43 , 1680.72 , 1150.44 , 1680.42 , 1146.45 , 1680.12 , 1142.47 , 
1715.8 , 1151.4 , 1715.49 , 1147.41 , 1715.18 , 1143.42 , 1714.87 , 1139.43 , 
1750.63 , 1149.17 , 1750.38 , 1145.17 , 1750.14 , 1141.18 , 1749.89 , 1137.19 , 
1785.45 , 1146.99 , 1785.25 , 1142.99 , 1785.04 , 1139 , 1784.83 , 1135 , 
1820.34 , 1145.96 , 1820.49 , 1141.97 , 1820.64 , 1137.97 , 1820.78 , 1133.97 , 
1855.08 , 1149.46 , 1855.59 , 1145.49 , 1856.11 , 1141.52 , 1856.62 , 1137.55 , 
1889.53 , 1154.86 , 1890.33 , 1150.94 , 1891.12 , 1147.02 , 1891.91 , 1143.1 , 
1923.39 , 1163.37 , 1924.52 , 1159.53 , 1925.65 , 1155.69 , 1926.78 , 1151.85 , 
1956.34 , 1174.84 , 1958.01 , 1171.21 , 1959.68 , 1167.57 , 1961.35 , 1163.94 , 
1986.46 , 1192.44 , 1988.8 , 1189.19 , 1991.13 , 1185.94 , 1993.47 , 1182.7 , 
2012.49 , 1215.66 , 2015.48 , 1213.01 , 2018.48 , 1210.36 , 2021.48 , 1207.72 , 
2032.7 , 1244.06 , 2036.14 , 1242 , 2039.57 , 1239.95 , 2043 , 1237.89 , 
2048.87 , 1275.02 , 2052.49 , 1273.34 , 2056.12 , 1271.65 , 2059.75 , 1269.96 , 
2061.97 , 1307.35 , 2065.7 , 1305.9 , 2069.43 , 1304.46 , 2073.16 , 1303.01 , 
2074.31 , 1340.01 , 2078.09 , 1338.68 , 2081.86 , 1337.36 , 2085.64 , 1336.04 , 
2084.79 , 1373.29 , 2088.62 , 1372.14 , 2092.45 , 1371 , 2096.28 , 1369.85 , 
2094.6 , 1406.79 , 2098.45 , 1405.73 , 2102.3 , 1404.66 , 2106.16 , 1403.59 , 
2103.23 , 1440.58 , 2107.16 , 1439.83 , 2111.09 , 1439.08 , 2115.01 , 1438.32 , 
2107.97 , 1475.19 , 2111.93 , 1474.63 , 2115.9 , 1474.07 , 2119.86 , 1473.52 , 
2112.91 , 1509.73 , 2116.86 , 1509.08 , 2120.8 , 1508.43 , 2124.75 , 1507.78 , 
2119.12 , 1544.08 , 2123.05 , 1543.36 , 2126.99 , 1542.63 , 2130.92 , 1541.91 , 
2125.68 , 1578.36 , 2129.62 , 1577.63 , 2133.55 , 1576.9 , 2137.48 , 1576.17 , 
2131.77 , 1612.73 , 2135.69 , 1611.94 , 2139.61 , 1611.15 , 2143.53 , 1610.36 , 
2138.67 , 1646.93 , 2142.57 , 1646.05 , 2146.47 , 1645.16 , 2150.38 , 1644.27 , 
2147.07 , 1680.82 , 2150.96 , 1679.88 , 2154.85 , 1678.94 , 2158.74 , 1678 , 
2155.34 , 1714.73 , 2159.24 , 1713.84 , 2163.15 , 1712.95 , 2167.05 , 1712.05 , 
2161.86 , 1749.01 , 2165.8 , 1748.3 , 2169.73 , 1747.59 , 2173.67 , 1746.88 , 
2167 , 1783.54 , 2170.96 , 1782.95 , 2174.92 , 1782.36 , 2178.88 , 1781.78 , 
2172.2 , 1818.05 , 2176.16 , 1817.49 , 2180.12 , 1816.93 , 2184.08 , 1816.36 , 
2177.07 , 1852.61 , 2181.04 , 1852.14 , 2185.01 , 1851.66 , 2188.98 , 1851.19 , 
2180.1 , 1887.38 , 2184.08 , 1886.96 , 2188.05 , 1886.54 , 2192.03 , 1886.12 , 
2184.76 , 1921.97 , 2188.71 , 1921.31 , 2192.65 , 1920.66 , 2196.6 , 1920 , 
2191.19 , 1956.27 , 2195.11 , 1955.49 , 2199.03 , 1954.71 , 2202.96 , 1953.93 , 
2198.38 , 1990.42 , 2202.31 , 1989.66 , 2206.24 , 1988.9 , 2210.16 , 1988.14 , 
2204.53 , 2024.78 , 2208.46 , 2024.03 , 2212.39 , 2023.28 , 2216.32 , 2022.53 , 
2211.39 , 2059.01 , 2215.29 , 2058.1 , 2219.18 , 2057.19 , 2223.08 , 2056.28 , 
2220.41 , 2092.71 , 2224.25 , 2091.61 , 2228.1 , 2090.5 , 2231.94 , 2089.39 , 
2230.84 , 2126.03 , 2234.67 , 2124.9 , 2238.51 , 2123.77 , 2242.35 , 2122.64 , 
2239.98 , 2159.71 , 2243.87 , 2158.75 , 2247.75 , 2157.8 , 2251.64 , 2156.84 , 
2247.36 , 2193.82 , 2251.28 , 2193.01 , 2255.19 , 2192.19 , 2259.11 , 2191.38 , 
2254.31 , 2228.02 , 2258.25 , 2227.3 , 2262.18 , 2226.58 , 2266.12 , 2225.85 , 
2260.09 , 2262.43 , 2264.02 , 2261.72 , 2267.96 , 2261 , 2271.9 , 2260.28 , 
2266.92 , 2296.69 , 2270.81 , 2295.77 , 2274.7 , 2294.84 , 2278.59 , 2293.92 , 
2276.34 , 2330.22 , 2280.15 , 2328.98 , 2283.96 , 2327.75 , 2287.76 , 2326.52 , 
2287.9 , 2363.17 , 2291.69 , 2361.89 , 2295.48 , 2360.6 , 2299.27 , 2359.31 , 
2298.92 , 2396.3 , 2302.75 , 2395.13 , 2306.58 , 2393.97 , 2310.4 , 2392.8 , 
2308.25 , 2429.9 , 2312.14 , 2428.96 , 2316.03 , 2428.01 , 2319.92 , 2427.07 , 
2315.13 , 2464.13 , 2319.06 , 2463.38 , 2322.99 , 2462.64 , 2326.92 , 2461.89 , 
2321.31 , 2498.48 , 2325.25 , 2497.76 , 2329.18 , 2497.05 , 2333.12 , 2496.34 , 
2327.7 , 2532.8 , 2331.65 , 2532.19 , 2335.6 , 2531.59 , 2339.56 , 2530.99 , 
2331.62 , 2567.47 , 2335.61 , 2567.14 , 2339.59 , 2566.81 , 2343.58 , 2566.49 , 
2331.9 , 2602.36 , 2335.9 , 2602.4 , 2339.9 , 2602.43 , 2343.9 , 2602.47 , 
2332.09 , 2637.26 , 2336.09 , 2637.24 , 2340.09 , 2637.22 , 2344.09 , 2637.2 , 
2332.52 , 2672.16 , 2336.52 , 2672.07 , 2340.52 , 2671.99 , 2344.51 , 2671.9 , 
2333.08 , 2707.05 , 2337.08 , 2707.01 , 2341.08 , 2706.97 , 2345.08 , 2706.93 , 
2333.2 , 2741.95 , 2337.2 , 2741.94 , 2341.2 , 2741.92 , 2345.2 , 2741.9 , 
2333.21 , 2776.85 , 2337.2 , 2777.14 , 2341.19 , 2777.42 , 2345.18 , 2777.7 , 
2327.53 , 2811.27 , 2331.42 , 2812.23 , 2335.3 , 2813.19 , 2339.18 , 2814.15 , 
2316.93 , 2844.51 , 2320.65 , 2845.98 , 2324.37 , 2847.45 , 2328.1 , 2848.91 , 
2302.35 , 2876.21 , 2305.87 , 2878.11 , 2309.39 , 2880.02 , 2312.91 , 2881.92 , 
2284.18 , 2906.03 , 2287.5 , 2908.25 , 2290.82 , 2910.48 , 2294.15 , 2912.71 , 
2263.45 , 2934.06 , 2266.47 , 2936.67 , 2269.5 , 2939.29 , 2272.52 , 2941.9 , 
2238.26 , 2958.28 , 2240.8 , 2961.37 , 2243.34 , 2964.47 , 2245.88 , 2967.56 , 
2210.1 , 2978.81 , 2212 , 2982.32 , 2213.9 , 2985.84 , 2215.79 , 2989.35 , 
2177.58 , 2991.51 , 2178.65 , 2995.37 , 2179.72 , 2999.23 , 2180.79 , 3003.08 , 
2143.13 , 2997.21 , 2143.57 , 3001.19 , 2144 , 3005.16 , 2144.43 , 3009.14 , 
2108.27 , 2998.72 , 2108.36 , 3002.71 , 2108.46 , 3006.71 , 2108.55 , 3010.71 , 
2073.37 , 2998.96 , 2073.44 , 3002.96 , 2073.51 , 3006.96 , 2073.58 , 3010.96 , 
2038.47 , 2999.9 , 2038.45 , 3003.9 , 2038.43 , 3007.9 , 2038.41 , 3011.9 , 
2003.6 , 2998.69 , 2003.36 , 3002.68 , 2003.12 , 3006.67 , 2002.88 , 3010.67 , 
1968.81 , 2995.77 , 1968.55 , 2999.76 , 1968.3 , 3003.76 , 1968.04 , 3007.75 , 
1933.95 , 2994.17 , 1933.7 , 2998.16 , 1933.44 , 3002.15 , 1933.19 , 3006.15 , 
1899.18 , 2991.13 , 1898.71 , 2995.1 , 1898.25 , 2999.07 , 1897.78 , 3003.05 , 
1864.64 , 2986.14 , 1863.98 , 2990.09 , 1863.32 , 2994.03 , 1862.65 , 2997.98 , 
1830.35 , 2979.64 , 1829.75 , 2983.59 , 1829.15 , 2987.55 , 1828.55 , 2991.5 , 
1795.69 , 2975.49 , 1795.29 , 2979.47 , 1794.88 , 2983.45 , 1794.47 , 2987.43 , 
1760.9 , 2972.66 , 1760.52 , 2976.64 , 1760.14 , 2980.62 , 1759.76 , 2984.6 , 
1726.21 , 2968.86 , 1725.69 , 2972.83 , 1725.17 , 2976.79 , 1724.64 , 2980.76 , 
1691.72 , 2963.53 , 1691.09 , 2967.48 , 1690.45 , 2971.43 , 1689.82 , 2975.38 , 
1657.28 , 2957.82 , 1656.72 , 2961.78 , 1656.17 , 2965.74 , 1655.61 , 2969.7 , 
1622.65 , 2953.6 , 1622.15 , 2957.57 , 1621.66 , 2961.54 , 1621.17 , 2965.51 , 
1587.97 , 2949.53 , 1587.49 , 2953.51 , 1587.01 , 2957.48 , 1586.52 , 2961.45 , 
1553.41 , 2944.52 , 1553.02 , 2948.5 , 1552.63 , 2952.48 , 1552.23 , 2956.47 , 
1518.68 , 2941.72 , 1518.44 , 2945.71 , 1518.2 , 2949.7 , 1517.96 , 2953.69 , 
1483.74 , 2941.2 , 1483.65 , 2945.2 , 1483.56 , 2949.2 , 1483.47 , 2953.2 , 
1448.83 , 2940.72 , 1448.81 , 2944.72 , 1448.78 , 2948.72 , 1448.75 , 2952.72 , 
1413.95 , 2940.72 , 1413.99 , 2944.72 , 1414.02 , 2948.72 , 1414.06 , 2952.72 , 
1379.04 , 2941.36 , 1379.18 , 2945.36 , 1379.32 , 2949.36 , 1379.47 , 2953.35 , 
1344.12 , 2942.34 , 1344.38 , 2946.33 , 1344.63 , 2950.32 , 1344.88 , 2954.31 , 
